SEARCH_TERMS,TITLE,SUMMARY,KEYWORDS,PUBLISHED_DATE,LINK,SOURCE,SOURCE_URL,SENTIMENT,POLARITY,LAST_RUN_TIMESTAMP
Cyberattacks,UNIVERSITY OF WATERLOO Protecting autonomous vehicle drivers from cyberattacks - Education News Canada,,"['protecting', 'vehicle', 'drivers', 'cyberattacks', 'autonomous', 'engineering', 'research', 'human', 'vehicles', 'road', 'design', 'hfe', 'waterloo', 'wulkan', 'cyberattack', 'attacks', 'cars', 'advanced', 'changing', 'fan', 'department', 'systems', 'safety', 'maks', 'scholarship', 'phase', 'driving', 'passengers', 'factors', 'future', 'chapter', 'technologies', 'means', 'fully', 'phd']",2025-04-09,https://educationnewscanada.com/article/education/level/university/1/1134522/protecting-autonomous-vehicle-drivers-from-cyberattacks.html,education news canada,https://educationnewscanada.com,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,Cyberattack delays convicted murderer’s case - Cybernews,,[],2025-04-09,https://cybernews.com/news/cyberattack-delays-convicted-murderers-case/,cybernews,https://cybernews.com,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,Fall River schools chief: No insurance for cyberattack; says computer system remains down - Fall River Herald News,,"['chief', 'computer', 'remains', 'schools', 'cyberattack', 'system', 'fall', 'river', 'insurance', 'school', 'curley', 'data', 'city', 'week', 'district', 'cost', 'paid', 'ransomware', 'public', 'computers', 'rest', 'pocket', 'attack', 'students', 'hackers', 'ransom', 'systems', 'discovered', 'superintendent', 'tracy', 'mitigate', 'fallout', 'recovery', 'told', 'officials']",2025-04-08,https://www.heraldnews.com/story/news/2025/04/08/fall-river-schools-cyberattacked-chief-says-no-insurance/83000021007/,fall river herald news,https://www.heraldnews.com,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,"Treasury’s OCC Says Hackers Had Access to 150,000 Emails - SecurityWeek",,[],2025-04-09,https://www.securityweek.com/treasurys-occ-says-hackers-had-access-to-150000-emails/,securityweek,https://www.securityweek.com,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,New Report Says 1 in 5 SMBs Would Be Forced to Shutter After Successful Cyberattack - Security Today,,"['forced', 'shutter', 'smbs', 'report', 'successful', 'cyberattack', 'cybersecurity', 'businesses', 'expertise', 'small', 'smb', 'threat', '000', 'risk', 'closure', 'risks', 'self-manage', 'owners', 'service', 'don’t', 'attack', 'proper', 'struggle', 'vulnerabilities', 'security', 'lack', 'medium-sized', 'play', 'crucial', 'role', 's', 'economy', 'making', '99', 'contributing']",2025-04-08,https://securitytoday.com/articles/2025/04/08/new-report-says-1-in-5-smbs-would-be-forced-to-shutter-after-successful-cyberattack.aspx?admgarea=mag,security today,https://securitytoday.com,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,Cyberattack delays death row inmate's competency briefing - KUTV,,"['cyberattack', 'delays', 'row', ""inmate's"", 'briefing', 'death', 'competency', 'menzies', 'office', 'defense', 'reply', 'ralph', 'case', 'court', 'access', 'files', 'lost', 'file', 'state', '18', 'arguments', 'ransomware', 'attack', 'arizona', 'federal', 'public', 'defender’s', 'delayed', 'progress', 'penalty', 'attorneys', 'filed', 'motion', 'week', 'prepare']",2025-04-08,https://kutv.com/news/local/cyberattack-delays-death-row-inmates-competency-briefing?photo=3,kutv,https://kutv.com,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,Deadline looms to seek compensation after Dameron Hospital data breach - Stocktonia,,"['deadline', 'looms', 'seek', 'breach', 'data', 'dameron', 'hospital', 'compensation', 'private', 'court', 'documents', 'settlement', '2023', 'cyberattack', 'agreed', '000', 'possibly', 'hackers', 'health', 'payment', 'information', 'suit', 'payout', 'denies', 'victims', 'form', 'alternative', 'receive', 'thinks', 'breached', 'stockton', 'weeks', 'apply', '650', 'lawsuit']",2025-04-09,https://stocktonia.org/news/health/2025/04/09/deadline-looms-to-seek-compensation-after-dameron-hospital-data-breach/,stocktonia,https://stocktonia.org,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,Counterfeit smartphones at risk of sophisticated cyberattacks - Pakistan Observer,,"['risk', 'counterfeit', 'smartphones', 'cyberattacks', 'sophisticated', 'malware', 'triada', 'attackers', 'sms', 'version', 'trojan', 'kaspersky', 'system', 'firmware', 'devices', 'malicious', 'apps', 'activity', 'including', 'telegram', 'sending', 'deleting', 'messages', 'cryptocurrency', 'potentially', 'threat', 'islamabad', 'vulnerable', 'pre-installed', '600', 'users', 'worldwide', 'affected', 'embedded', 'operates']",2025-04-09,https://pakobserver.net/counterfeit-smartphones-at-risk-of-sophisticated-cyberattacks/,pakistan observer,https://pakobserver.net,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,Cyberattack delays death row inmate's competency briefing - KUTV,,"['cyberattack', 'delays', 'death', 'row', ""inmate's"", 'competency', 'briefing']",2025-04-08,https://kutv.com/news/local/gallery/cyberattack-delays-death-row-inmates-competency-briefing,kutv,https://kutv.com,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,56% of cyberattacks exploit valid credentials —Report - Tribune Online,,[],2025-04-09,https://tribuneonlineng.com/56-of-cyberattacks-exploit-valid-credentials-report/,tribune online,https://tribuneonlineng.com,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,Taiwan’s National Security Bureau warns of CCP’s AI-driven disinformation and cyberattacks - theonlinecitizen.com,,[],2025-04-09,https://www.theonlinecitizen.com/2025/04/09/taiwans-national-security-bureau-warns-of-ccps-ai-driven-disinformation-and-cyberattacks/,theonlinecitizen.com,https://www.theonlinecitizen.com,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,Cyberattack delays death row inmate's competency briefing - kjzz.com,,"['cyberattack', 'delays', 'death', 'row', ""inmate's"", 'competency', 'briefing']",2025-04-08,https://kjzz.com/news/local/gallery/cyberattack-delays-death-row-inmates-competency-briefing,kjzz.com,https://kjzz.com,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,Juice Jacking Alert: Internet Warns Assam CM Sarma Of Cyberattack Attempt - Prag News,,"['juice', 'jacking', 'alert', 'internet', 'warns', 'cm', 'sarma', 'cyberattack', 'attempt', 'assam', 'prag', 'oldest', 'channels', 'northeast', 'india', '20', 'dedication', 'hardwork', 'continue', 'bring', 'ground-breaking', 'updates', 'corner']",2025-04-09,https://pragnews.com/regional/juice-jacking-alert-internet-warns-assam-cm-sarma-of-cyberattack-attempt,prag news,https://pragnews.com,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,Cybersecurity: No room for super complacency about cyber risk - AFR,,"['room', 'super', 'complacency', 'cyber', 'risk', 'nation’s', 'superannuation', 'cybersecurity', 'burke', 'it’s', 'week', 'coordinated', 'cyberattacks', 'targeted', 'largest', 'funds', 'compromising', 'personal', 'data', 'siphoning', 'money', 'retirement', 'savings', 'nest', 'eggs', 'thousands', 'response', 'albanese', 'major', 'incident', 'trillion', 'compulsory', 'system', 'dismally', 'weak']",2025-04-09,https://www.afr.com/policy/tax-and-super/no-room-for-super-complacency-about-cyber-risk-20250409-p5lqe2,afr,https://www.afr.com,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,Ukraine's War&Sanctions Portal Defends Against Major Cyberattack - Odessa Journal,,"[""ukraine's"", 'defends', 'major', 'portal', 'war', 'sanctions', 'cyberattack', 'intelligence', 'russian', 'main', 'directorate', 'attack', 'reported', 'large-scale', 'services', 'launched', 'involved', 'requests', 'ministry', 'defense', 'ukraine', 'repulsion', 'information', 'foreign', 'suppliers', 'components', 'weapons', 'sanction', 'lists', 'list', 'propagandists', 'powerful', 'ddos', 'scale', 'resources']",2025-04-08,https://odessa-journal.com/56-million-requests--russian-intelligence-services-carried-out-a-large-scale-ddos-attack-on-the-warsanctions-portal,odessa journal,https://odessa-journal.com,neutral,0.0,2025-04-09T23:14:32.949874
Cyberattacks,"Cyberattacks are Fewer in Number but Smarter in Strategy, Says CDW Canada Study - Technology For You",,"['cyberattacks', 'fewer', 'number', 'smarter', 'strategy', 'canada', 'cdw', 'study', 'organizations', 'canadian', 'security', 'genai', 'cloud', 'services', 'cybersecurity', 'gaps', 'business', 'compliance', 'potential', 'testing', 'environments', 'risk', 'incident', 'proactive', 'adoption', 'data', 'capabilities', 'incidents', 'detection', 'response', 'mdr', 'technology', 'solutions', 'annual', 'artificial']",2025-04-09,https://www.technologyforyou.org/cyberattacks-are-fewer-in-number-but-smarter-in-strategy-says-cdw-canada-study/,technology for you,https://www.technologyforyou.org,neutral,0.0,2025-04-09T23:14:32.949874
Ransomware,How cyberattackers exploit domain controllers using ransomware - Microsoft,,"['exploit', 'domain', 'ransomware', 'controllers', 'cyberattackers', 'network', 'attack', 'user', 'access', 'device', 'controller', 'environment', 'accounts', 'devices', 'highly', 'security', 'disruption', 'cyberattacker', 'attacks', 'privileged', 'users', 'microsoft', 'defender', 'actors', 'threat', 'damage', 'execute', 'role', 'encryption', 'operations', 'critical', 'minutes', 'cyberattack', 'securing', 'victim’s']",2025-04-09,https://www.microsoft.com/en-us/security/blog/2025/04/09/how-cyberattackers-exploit-domain-controllers-using-ransomware/,microsoft,https://www.microsoft.com,neutral,0.0,2025-04-09T23:14:32.949874
Ransomware,Windows CLFS zero-day exploited in ransomware attacks - Cybersecurity Dive,,"['clfs', 'exploited', 'attacks', 'zero-day', 'windows', 'ransomware', 'researchers', 'microsoft', 'vulnerability', 'pipemagic', 'malware', 'exploit', 'threat', 'tracked', 'observed', 'dive', 'deploy', 'targets', 'including', 'real', 'estate', 's', 'discovered', 'flaw', 'actor', 'cve-2025-29824', 'running', 'backdoor', 'saudi', 'arabia', 'eset', 'sector', 'attackers', 'exploiting', 'common']",2025-04-09,https://www.cybersecuritydive.com/news/windows-clfs-zero-day-exploited-ransomware/744878/,cybersecurity dive,https://www.cybersecuritydive.com,neutral,0.0,2025-04-09T23:14:32.949874
Ransomware,PipeMagic Trojan Exploits Windows Zero-Day Vulnerability to Deploy Ransomware - The Hacker News,,"['trojan', 'exploits', 'deploy', 'ransomware', 'pipemagic', 'windows', 'zero-day', 'vulnerability', 'microsoft', 'system', 'clfs', 'threat', 'access', 'attacks', 'malware', 'exploit', 'flaw', 'exploited', 'targets', 'cve-2025-29824', 'privilege', 'exploitation', 'actors', 'observed', 'file', 'information', 'sector', 'escalation', 'bug', 'privileges', 'post-compromise', 'named', 'payloads', 'initial', 'previously']",2025-04-09,https://thehackernews.com/2025/04/pipemagic-trojan-exploits-windows-clfs.html,the hacker news,https://thehackernews.com,neutral,0.0,2025-04-09T23:14:32.949874
Ransomware,Ransomware Attacks Hit All-Time High as Payoffs Dwindle - Infosecurity Magazine,,"['hit', 'all-time', 'payoffs', 'dwindle', 'ransomware', 'attacks', 'high', '2025', 'groups', 'group', 'disclosed', '2024', 'cyble', 'attack', 'quarter', 'ransom', 'recent', 'victims', 'demands', 'report', 'firm', 'data', 'blackfrog', 'period', 'active', 'average', 'rapid7', 'surge', 'claims', 'cybercriminal', 'beginning', 'cyber', 'threat', 'reports', 'showed']",2025-04-09,https://www.infosecurity-magazine.com/news/ransomware-attacks-record-payoffs/,infosecurity magazine,https://www.infosecurity-magazine.com,neutral,0.0,2025-04-09T23:14:32.949874
Ransomware,"NASCAR, others purportedly hacked by Medusa ransomware gang - SC Media",,"['purportedly', 'hacked', 'nascar', 'ransomware', 'medusa', 'gang', 'included', 'california', 'provider', 'company', 'hackread', ""medusa's"", 'major', '2025', 's', 'auto', 'racing', 'sanctioning', 'firm', 'data', 'claimed', 'stolen', 'leak', 'site', 'purported', 'attacks', 'healthcare', 'pulse', 'urgent', 'care', 'insurer', 'mcfarland', 'commercial', 'insurance', 'services']",2025-04-09,https://www.scworld.com/brief/nascar-others-purportedly-hacked-by-medusa-ransomware-gang,sc media,https://www.scworld.com,neutral,0.0,2025-04-09T23:14:32.949874
Ransomware,Microsoft: Windows CLFS Vulnerability Could Lead to ‘Widespread Deployment and Detonation of Ransomware' - TechRepublic,,"['lead', 'widespread', 'deployment', 'detonation', 'windows', 'microsoft', 'vulnerability', 'ransomware', 'clfs', 'system', 'pipemagic', 'threat', 'attackers', 'process', 'access', 'privileges', 'exe', 'file', 'exploited', 'user', 'exploitation', 'observed', '11', 'server', 'memory', 'cve-2025-29824', 'kernel', 'driver', 'attacker', 'standard', 'escalate', 'cfls', 'install', 'malware', 'deployed']",2025-04-09,https://www.techrepublic.com/article/news-microsoft-windows-common-log-file-system-vulnerability/,techrepublic,https://www.techrepublic.com,neutral,0.0,2025-04-09T23:14:32.949874
Ransomware,Microsoft Warns Ransomware Actors Exploiting Windows Flaw - BankInfoSecurity,,"['warns', 'windows', 'microsoft', 'actors', 'flaw', 'ransomware', 'exploiting', 'threat', 'vulnerability', 'system', 'exploited', 'attacks', 'organizations', 'sector', 'attackers', 'security', 'pipemagic', 'tech', 'giant', 'targeted', 'real', 'estate', 'previously', 'log', 'privilege', 'saudi', 'arabia', 'added', 'storm-2460', 'malware', 'company', 'allowed', 'exploit', 'updates', 'compromised']",2025-04-09,https://www.bankinfosecurity.com/microsoft-warns-ransomware-actors-exploiting-windows-flaw-a-27960,bankinfosecurity,https://www.bankinfosecurity.com,neutral,0.0,2025-04-09T23:14:32.949874
Ransomware,Ransomware Reaches Historic High in Q1 - Supply & Demand Chain Executive,,"['reaches', 'historic', 'high', 'ransomware', 'q1', 'nordstellar', 'threat', 'latest', 'statistics', 'compiled', 'continues', 'dominate', 'cyber', 'landscape', 'january-march', '440', 'cases', 'public', 'dark', 'web', 'increase', '84', 'compared', 'period', '2024', '325', 'soaring', 'number', 'attacks', 'trend', 'ever-growing', 'businesses', 'worldwide', 'vakaris', 'noreika']",2025-04-09,https://www.sdcexec.com/safety-security/risk-compliance/news/22938161/nordstellar-ransomware-reaches-historic-high-in-q1,supply & demand chain executive,https://www.sdcexec.com,neutral,0.0,2025-04-09T23:14:32.949874
Ransomware,The Cost of Ransomware: Shutdowns & Extortion - Tripwire,,"['shutdowns', 'extortion', 'ransomware', 'cost', 'organizations', 'incident', 'attacks', 'data', 'ransom', '2021', 'attack', '2024', 'operations', 'reporting', 'response', 'paying', 'victims', 'reasons', 'law', 'enforcement', 'efforts', 'fact', 'common', 'encouraging', 'payment', 'shut', 'report', '40', 'attackers', 'pay', 'longer', 'evolving', 'ai-driven', 'tools', 'doesn’t']",2025-04-09,https://www.tripwire.com/state-of-security/cost-ransomware-shutdowns-extortion,tripwire,https://www.tripwire.com,neutral,0.0,2025-04-09T23:14:32.949874
Ransomware,Windows CLFS zero-day exploited in ransomware attacks - Yahoo Finance,,"['day', 'exploited', 'attacks', 'ransomware', 'researchers', 'microsoft', 'vulnerability', 'pipemagic', 'dive', 'malware', 'exploit', 'threat', 'tracked', 'observed', 'cybersecurity', 'daily', 'zero-day', 'windows', 'deploy', 'targets', 'including', 'real', 'estate', 's', 'discovered', 'flaw', 'actor', 'cve-2025-29824', 'running', 'backdoor', 'saudi', 'arabia', 'eset', 'sector', 'originally']",2025-04-09,https://finance.yahoo.com/news/windows-clfs-zero-day-exploited-120900255.html,yahoo finance,https://finance.yahoo.com,neutral,0.0,2025-04-09T23:14:32.949874
Ransomware,Did NASCAR suffer massive data theft? Medusa ransomware demands $4 million - Cybernews,,[],2025-04-09,https://cybernews.com/security/medusa-ransomware-hits-nascar-demands-millions/,cybernews,https://cybernews.com,neutral,0.0,2025-04-09T23:14:32.949874
